Index,Churn Reason,Churn Score,Churn Value,City,CLTV,Contract,Dependents,Device Protection,Gender,Internet Service,Is Manual Payment Method,Lat Long,Latitude,Longitude,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Sum Of Additional Services,Tech Support,Tenure Category,Tenure Months,Total Charges,Zip Code
5362,"",40,0,Applegate,3364,Month-to-month,No,Yes,Male,Fiber optic,No,"38.983388, -120.988814",38.983388,-120.988814,96.6,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,Yes,3,Yes,established customers,31,2877.95,95703
5363,"",29,0,Camino,5964,One year,Yes,No internet service,Male,No,Yes,"38.748316, -120.675512",38.748316,-120.675512,19.9,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,19,357.7,95709
5364,"",53,0,Colfax,6015,Two year,Yes,No internet service,Female,No,No,"39.084645, -120.894014",39.084645,-120.894014,19.9,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,71,1397.3,95713
5365,"",31,0,Dutch Flat,2499,Month-to-month,No,Yes,Male,Fiber optic,Yes,"39.197215, -120.83679",39.197215,-120.83679,84.6,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No,3,No,New Customers,12,959.9,95714
5366,"",57,0,Gold Run,2292,One year,No,Yes,Male,DSL,No,"39.170376, -120.838404",39.170376,-120.838404,85.25,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,5,Yes,established customers,44,3704.15,95717
5367,"",62,0,Kyburz,5907,Two year,Yes,Yes,Female,DSL,No,"38.766036, -120.209673",38.766036,-120.209673,81.25,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,Yes,5,Yes,Loyal Customers,56,4620.4,95720
5368,"",44,0,Echo Lake,4697,Two year,No,Yes,Female,Fiber optic,No,"38.851842, -120.076204",38.851842,-120.076204,115.5,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,6,Yes,Loyal Customers,72,8312.75,95721
5369,"",33,0,Pollock Pines,3885,Month-to-month,No,No,Female,Fiber optic,No,"38.733908, -120.453416",38.733908,-120.453416,79,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No,1,No,New Customers,11,929.3,95726
5370,"",70,0,Twin Bridges,5868,Month-to-month,No,No,Female,Fiber optic,Yes,"38.805481, -120.13287",38.805481,-120.13287,94.65,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,3,No,established customers,15,1285.05,95735
5371,"",57,0,Weimar,4626,Two year,No,No internet service,Male,No,Yes,"39.00978, -120.978273",39.00978,-120.978273,20.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,72,1521.2,95736
5372,"",71,0,Rancho Cordova,5477,Two year,No,Yes,Male,DSL,No,"38.591134, -121.161585",38.591134,-121.161585,59.5,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,No,No,No,2,No,Loyal Customers,56,3389.25,95742
5373,"",44,0,Granite Bay,4309,Two year,No,No internet service,Male,No,No,"38.749466, -121.184196",38.749466,-121.184196,20.05,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,Yes,No internet service,No internet service,0,No internet service,Loyal Customers,64,1198.05,95746
5374,"",42,0,Roseville,3744,Month-to-month,No,Yes,Female,Fiber optic,Yes,"38.784329, -121.373245",38.784329,-121.373245,100.45,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,3,No,established customers,34,3414.65,95747
5375,"",70,0,El Dorado Hills,2858,One year,No,No internet service,Male,No,No,"38.684437, -121.055634",38.684437,-121.055634,20.6,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,35,754,95762
5376,"",55,0,Rocklin,2768,One year,No,No internet service,Male,No,No,"38.823278, -121.281856",38.823278,-121.281856,20.3,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,22,467.15,95765
5377,"",67,0,Sacramento,3755,One year,No,Yes,Male,DSL,Yes,"38.584505, -121.491956",38.584505,-121.491956,39.55,No phone service,Yes,Yes,No,No,Mailed check,No,No,No,No,3,No,New Customers,9,373,95814
5378,"",43,0,Sacramento,3434,One year,No,No internet service,Male,No,Yes,"38.574856, -121.46504",38.574856,-121.46504,20.45,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,23,481.1,95816
5379,"",70,0,Sacramento,4571,Two year,No,No internet service,Male,No,No,"38.556306, -121.495817",38.556306,-121.495817,25.25,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,68,1728.2,95818
5380,"",57,0,Sacramento,3296,Month-to-month,No,No,Male,Fiber optic,Yes,"38.567594, -121.437507",38.567594,-121.437507,91.25,No,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,2,No,established customers,33,2964.05,95819
5381,"",77,0,Sacramento,3175,Month-to-month,No,Yes,Male,DSL,No,"38.53508, -121.444144",38.53508,-121.444144,72.45,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,5,Yes,established customers,31,2156.25,95820
5382,"",56,0,Sacramento,4831,Two year,No,No internet service,Female,No,No,"38.512569, -121.495184",38.512569,-121.495184,19.7,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,56,1051.9,95822
5383,"",23,0,Sacramento,6123,One year,Yes,Yes,Male,DSL,Yes,"38.517295, -121.439819",38.517295,-121.439819,75.1,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,5,Yes,Loyal Customers,66,5013,95824
5384,"",41,0,Sacramento,4275,Two year,Yes,No internet service,Male,No,No,"38.590035, -121.412455",38.590035,-121.412455,25,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,72,1738.9,95825
5385,"",63,0,Sacramento,4478,Month-to-month,No,No,Male,Fiber optic,No,"38.542532, -121.378826",38.542532,-121.378826,69.15,No,No,No,No,No,Credit card (automatic),Yes,Yes,No,No,0,No,established customers,34,2275.1,95826
5386,"",49,0,Sacramento,6423,Month-to-month,Yes,Yes,Female,Fiber optic,Yes,"38.549185, -121.328386",38.549185,-121.328386,91.55,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,3,No,Loyal Customers,58,5511.65,95827
5387,"",68,0,Sacramento,5658,Two year,No,No,Male,DSL,No,"38.486502, -121.334051",38.486502,-121.334051,35.8,No phone service,No,No,No,No,Credit card (automatic),No,No,No,Yes,1,No,established customers,37,1316.9,95829
5388,"",35,0,Sacramento,4955,Two year,No,Yes,Female,Fiber optic,No,"38.490508, -121.284171",38.490508,-121.284171,113.15,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,6,Yes,Loyal Customers,71,7993.3,95830
5389,"",20,0,Sacramento,2618,One year,Yes,No internet service,Male,No,No,"38.494832, -121.529447",38.494832,-121.529447,19.85,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,19.85,95831
5390,"",69,0,Sacramento,5819,Two year,Yes,No internet service,Male,No,No,"38.445939, -121.496855",38.445939,-121.496855,19.8,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,Yes,No internet service,No internet service,0,No internet service,Loyal Customers,71,1388.45,95832
5391,"",30,0,Sacramento,2334,One year,Yes,No internet service,Male,No,Yes,"38.619049, -121.517552",38.619049,-121.517552,19.9,No,No internet service,No internet service,No,Yes,Electronic check,Yes,No,No internet service,No internet service,0,No internet service,established customers,35,666,95833
5392,"",51,0,Sacramento,4122,One year,Yes,No internet service,Female,No,Yes,"38.646209, -121.52446",38.646209,-121.52446,19.7,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,6,94.45,95834
5393,"",71,0,Sacramento,5846,One year,Yes,Yes,Female,DSL,No,"38.691607, -121.602284",38.691607,-121.602284,59.1,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,No,No,3,Yes,Loyal Customers,69,4134.7,95837
5394,"",44,0,Sacramento,6439,One year,No,No,Female,Fiber optic,Yes,"38.660442, -121.346321",38.660442,-121.346321,91.15,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,2,Yes,Loyal Customers,53,4862.5,95841
5395,"",57,0,Antelope,5536,Month-to-month,No,No,Female,Fiber optic,Yes,"38.715498, -121.363411",38.715498,-121.363411,68.95,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,0,No,New Customers,5,351.5,95843
5396,"",72,0,Sacramento,4057,Month-to-month,Yes,No,Female,DSL,Yes,"38.585826, -121.376263",38.585826,-121.376263,51.55,No,Yes,No,No,No,Mailed check,Yes,No,No,No,1,No,New Customers,2,106.2,95864
5397,"",66,0,Marysville,4889,Two year,Yes,No internet service,Male,No,Yes,"39.19514, -121.503883",39.19514,-121.503883,24.4,Yes,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,62,1413,95901
5398,"",66,0,Beale Afb,3249,Month-to-month,No,Yes,Female,Fiber optic,Yes,"39.125311, -121.392283",39.125311,-121.392283,96.8,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,3,No,established customers,19,1743.05,95903
5399,"",63,0,Alleghany,3522,Month-to-month,No,No,Male,Fiber optic,Yes,"39.467828, -120.841386",39.467828,-120.841386,70.05,No,No,No,No,No,Mailed check,Yes,No,No,No,0,No,New Customers,9,657.5,95910
5400,"",57,0,Arbuckle,5625,Two year,No,No internet service,Male,No,No,"38.982373, -122.047751",38.982373,-122.047751,19.5,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,53,1050.5,95912
5401,"",66,0,Bangor,2610,Month-to-month,No,No,Male,Fiber optic,Yes,"39.396585, -121.38029",39.396585,-121.38029,78.75,No,No,No,No,No,Mailed check,Yes,No,Yes,No,1,No,New Customers,5,426.35,95914
5402,"",65,0,Berry Creek,5546,One year,Yes,No,Female,DSL,Yes,"39.657228, -121.37778",39.657228,-121.37778,69.2,Yes,Yes,Yes,No,Yes,Electronic check,Yes,Yes,No,Yes,3,No,Loyal Customers,71,4982.5,95916
5403,"",58,0,Biggs,5607,Month-to-month,No,No internet service,Female,No,Yes,"39.457388, -121.818201",39.457388,-121.818201,19.55,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,19.55,95917
5404,"",63,0,Brownsville,6088,Two year,No,Yes,Male,Fiber optic,Yes,"39.440687, -121.263583",39.440687,-121.263583,103.65,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,4,No,Loyal Customers,72,7634.8,95919
5405,"",37,0,Butte City,3475,Month-to-month,No,No,Female,DSL,Yes,"39.449794, -121.936372",39.449794,-121.936372,54.7,No,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No,2,No,New Customers,4,235.05,95920
5406,"",64,0,Camptonville,4293,Two year,No,Yes,Male,DSL,No,"39.432127, -121.099287",39.432127,-121.099287,54.15,Yes,No,No,No,No,Credit card (automatic),Yes,No,No,No,1,No,Loyal Customers,59,3116.15,95922
5407,"",30,0,Challenge,5603,Month-to-month,No,No,Female,Fiber optic,Yes,"39.461768, -121.195825",39.461768,-121.195825,84.85,Yes,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No,1,No,established customers,31,2633.4,95925
5408,"",44,0,Chico,3985,Month-to-month,No,No internet service,Male,No,No,"39.745712, -121.84333",39.745712,-121.84333,20,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,3,49.65,95926
5409,"",43,0,Clipper Mills,4995,One year,No,Yes,Male,Fiber optic,No,"39.562239, -121.14836",39.562239,-121.14836,99.25,No,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,4,Yes,Loyal Customers,49,4920.8,95930
5410,"",52,0,Colusa,5863,Month-to-month,No,No internet service,Male,No,Yes,"39.273096, -122.050763",39.273096,-122.050763,19.35,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,2,46.35,95932
5411,"",63,0,Dobbins,6021,One year,No,No,Female,Fiber optic,Yes,"39.381174, -121.21191",39.381174,-121.21191,94.75,No,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,3,No,Loyal Customers,55,5276.1,95935
5412,"",72,0,Downieville,6254,Two year,Yes,Yes,Male,Fiber optic,No,"39.578792, -120.780786",39.578792,-120.780786,114.05,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,6,Yes,Loyal Customers,72,8289.2,95936
5413,"",23,0,Dunnigan,5041,Month-to-month,No,No,Female,Fiber optic,No,"38.931425, -121.946081",38.931425,-121.946081,74.9,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No,0,No,established customers,36,2659.45,95937
5414,"",49,0,Durham,3196,Month-to-month,Yes,No internet service,Female,No,No,"39.607831, -121.777959",39.607831,-121.777959,19.8,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,10,196.75,95938
5415,"",56,0,Forbestown,6317,Two year,Yes,Yes,Female,DSL,No,"39.531028, -121.24807",39.531028,-121.24807,80.85,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,No,5,Yes,Loyal Customers,72,5824.75,95941
5416,"",73,0,Forest Ranch,3185,Month-to-month,No,No,Female,DSL,No,"40.077028, -121.494168",40.077028,-121.494168,54.65,No,Yes,No,No,No,Bank transfer (automatic),Yes,No,No,No,2,Yes,established customers,28,1517.5,95942
5417,"",36,0,Glenn,3676,Month-to-month,No,No,Male,Fiber optic,No,"39.597975, -122.032248",39.597975,-122.032248,91.7,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,2,No,established customers,38,3479.05,95943
5418,"",76,0,Goodyears Bar,5536,One year,No,Yes,Female,Fiber optic,Yes,"39.564113, -120.868836",39.564113,-120.868836,118.6,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,6,Yes,Loyal Customers,61,7365.7,95944
5419,"",28,0,Grass Valley,5535,Two year,Yes,No internet service,Male,No,Yes,"39.194539, -120.988066",39.194539,-120.988066,24.55,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,52,1331.05,95945
5420,"",57,0,Penn Valley,5343,One year,No,No internet service,Male,No,Yes,"39.203817, -121.19584",39.203817,-121.19584,19.45,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,67,1195.95,95946
5421,"",46,0,Greenville,5104,Two year,Yes,Yes,Female,Fiber optic,No,"40.160386, -120.835428",40.160386,-120.835428,116.15,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,6,Yes,established customers,34,3946.9,95947
5422,"",53,0,Gridley,4231,Two year,No,Yes,Female,DSL,Yes,"39.346898, -121.759537",39.346898,-121.759537,80.6,No,No,Yes,No,No,Electronic check,Yes,No,Yes,Yes,5,Yes,Loyal Customers,54,4299.95,95948
5423,"",54,0,Grass Valley,4215,Month-to-month,No,No internet service,Female,No,No,"39.099204, -121.137962",39.099204,-121.137962,20.3,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,20.3,95949
5424,"",46,0,Magalia,2405,Month-to-month,Yes,Yes,Female,Fiber optic,Yes,"39.933852, -121.584371",39.933852,-121.584371,99.8,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,4,No,established customers,46,4391.25,95954
5425,"",65,0,Meridian,5011,One year,Yes,No,Female,DSL,No,"39.068071, -121.832638",39.068071,-121.832638,75,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,4,Yes,Loyal Customers,55,4213.9,95957
5426,"",54,0,Nevada City,5057,Month-to-month,No,No internet service,Female,No,Yes,"39.333737, -120.858667",39.333737,-120.858667,19.9,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,19.9,95959
5427,"",34,0,North San Juan,4270,One year,No,Yes,Male,Fiber optic,No,"39.423046, -120.984472",39.423046,-120.984472,80.3,No,No,Yes,No,Yes,Credit card (automatic),Yes,Yes,No,No,2,No,Loyal Customers,64,5017.7,95960
5428,"",69,0,Oregon House,5724,Two year,No,Yes,Female,DSL,Yes,"39.342587, -121.249833",39.342587,-121.249833,84.3,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,5,Yes,Loyal Customers,58,4916.4,95962
5429,"",27,0,Orland,6445,One year,No,Yes,Male,DSL,No,"39.748037, -122.302169",39.748037,-122.302169,54.05,No phone service,No,No,Yes,Yes,Bank transfer (automatic),No,No,Yes,Yes,4,Yes,Loyal Customers,56,2959.8,95963
5430,"",35,0,Oroville,5169,Two year,Yes,Yes,Male,Fiber optic,No,"39.624561, -121.552866",39.624561,-121.552866,104.9,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,72,7559.55,95965
5431,"",69,0,Palermo,6156,One year,No,No,Male,Fiber optic,No,"39.435756, -121.552071",39.435756,-121.552071,97.25,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,3,No,Loyal Customers,72,7133.1,95968
5432,"",59,0,Paradise,5357,Month-to-month,No,No,Male,Fiber optic,Yes,"39.69676, -121.644379",39.69676,-121.644379,83.05,Yes,No,No,No,No,Electronic check,Yes,No,Yes,No,1,No,established customers,22,1799.3,95969
5433,"",42,0,Chico,3618,Month-to-month,No,Yes,Female,DSL,No,"39.903272, -121.843567",39.903272,-121.843567,41.1,No phone service,Yes,No,No,No,Bank transfer (automatic),No,No,No,No,3,Yes,established customers,39,1597.05,95973
5434,"",35,0,Richvale,4998,Month-to-month,No,No,Female,DSL,No,"39.495768, -121.747472",39.495768,-121.747472,45,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,0,No,New Customers,12,524.35,95974
5435,"",59,0,Rough And Ready,4544,Two year,No,No,Male,DSL,No,"39.225634, -121.156163",39.225634,-121.156163,74.55,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,4,No,Loyal Customers,54,4191.45,95975
5436,"",48,0,Smartville,4624,One year,No,No,Female,DSL,Yes,"39.176595, -121.291692",39.176595,-121.291692,40.2,No phone service,Yes,Yes,Yes,No,Mailed check,No,No,No,No,3,Yes,established customers,18,711.95,95977
5437,"",61,0,Stirling City,5870,One year,No,No,Male,DSL,Yes,"39.904002, -121.527823",39.904002,-121.527823,70.5,No,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,No,4,Yes,established customers,32,2201.75,95978
5438,"",39,0,Stonyford,5678,One year,No,No internet service,Female,No,Yes,"39.288127, -122.415841",39.288127,-122.415841,19.75,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,41,806.95,95979
5439,"",62,0,Strawberry Valley,4444,Two year,Yes,No internet service,Male,No,No,"39.58458, -121.093256",39.58458,-121.093256,24.65,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,67,1620.45,95981
5440,"",70,0,Sutter,5089,Month-to-month,No,Yes,Male,Fiber optic,Yes,"39.172777, -121.805845",39.172777,-121.805845,104.25,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,No,Loyal Customers,65,6812.95,95982
5441,"",63,0,Taylorsville,4855,Month-to-month,No,Yes,Female,DSL,No,"40.053684, -120.743116",40.053684,-120.743116,78.35,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,5,Yes,established customers,25,1837.9,95983
5442,"",24,0,Washington,4017,One year,No,Yes,Female,Fiber optic,No,"39.34128, -120.786867",39.34128,-120.786867,109.7,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,67,7344.45,95986
5443,"",79,0,Willows,4757,Month-to-month,No,No,Female,DSL,No,"39.493991, -122.286363",39.493991,-122.286363,33.45,No phone service,Yes,Yes,Yes,No,Credit card (automatic),No,Yes,No,No,2,No,established customers,43,1500.25,95988
5444,"",42,0,Yuba City,3667,Month-to-month,No,No,Female,Fiber optic,Yes,"39.02741, -121.614982",39.02741,-121.614982,94.6,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,3,No,established customers,24,2283.15,95991
5445,"",78,0,Redding,5463,Two year,Yes,No internet service,Male,No,No,"40.587919, -122.464732",40.587919,-122.464732,20.2,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,69,1376.5,96001
5446,"",43,0,Redding,4186,One year,Yes,No internet service,Female,No,No,"40.527834, -122.318749",40.527834,-122.318749,20.3,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,37,755.4,96002
5447,"",29,0,Redding,3899,Two year,Yes,Yes,Male,DSL,No,"40.677649, -122.29467",40.677649,-122.29467,39.4,No phone service,No,Yes,Yes,Yes,Credit card (automatic),No,No,No,No,3,Yes,established customers,20,825.4,96003
5448,"",20,0,Adin,4320,Month-to-month,No,No,Male,Fiber optic,No,"41.171578, -120.913161",41.171578,-120.913161,69.15,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,0,No,New Customers,7,488.65,96006
5449,"",59,0,Bieber,5622,One year,No,Yes,Male,DSL,Yes,"41.083464, -121.107929",41.083464,-121.107929,51.35,No phone service,No,No,Yes,No,Electronic check,No,No,Yes,Yes,3,No,established customers,41,2075.1,96009
5450,"",69,0,Big Bar,4478,One year,No,No,Female,Fiber optic,No,"40.775272, -123.287414",40.775272,-123.287414,100.05,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,4,No,Loyal Customers,54,5299.65,96010
5451,"",21,0,Burney,4042,Two year,No,No internet service,Male,No,No,"40.946785, -121.719489",40.946785,-121.719489,20.3,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,Yes,No internet service,No internet service,0,No internet service,Loyal Customers,69,1356.3,96013
5452,"",64,0,Callahan,5452,One year,No,Yes,Female,Fiber optic,No,"41.388397, -122.794636",41.388397,-122.794636,94.45,No,Yes,No,Yes,No,Credit card (automatic),Yes,No,Yes,No,4,Yes,Loyal Customers,53,5042.75,96014
5453,"",35,0,Canby,4003,One year,Yes,Yes,Male,DSL,No,"41.486953, -120.913975",41.486953,-120.913975,46.4,No phone service,Yes,No,No,Yes,Credit card (automatic),No,No,No,Yes,3,No,established customers,18,812.4,96015
5454,"",36,0,Cassel,4337,Two year,No,No,Male,Fiber optic,No,"40.936285, -121.572692",40.936285,-121.572692,104.05,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,64,6605.55,96016
5455,"",20,0,Shasta Lake,5942,Month-to-month,No,No,Female,DSL,No,"40.692523, -122.369876",40.692523,-122.369876,24.9,No phone service,No,No,No,No,Credit card (automatic),No,No,No,No,0,No,established customers,20,505.95,96019
5456,"",28,0,Chester,4778,One year,Yes,No,Male,DSL,Yes,"40.243494, -121.154733",40.243494,-121.154733,59.6,No,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No,3,Yes,Loyal Customers,57,3509.4,96020
5457,"",49,0,Corning,6453,Two year,No,Yes,Male,Fiber optic,No,"39.913777, -122.289984",39.913777,-122.289984,108.5,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,5,No,Loyal Customers,63,6991.9,96021
5458,"",27,0,Cottonwood,2898,Two year,Yes,No,Male,DSL,Yes,"40.336392, -122.448533",40.336392,-122.448533,40.55,No phone service,Yes,Yes,No,Yes,Mailed check,No,No,No,No,3,Yes,established customers,13,590.35,96022
5459,"",49,0,Dorris,4815,One year,No,No,Female,DSL,No,"41.949216, -122.050062",41.949216,-122.050062,58.95,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,2,No,established customers,48,2789.7,96023
5460,"",68,0,Dunsmuir,4937,Two year,Yes,No internet service,Male,No,Yes,"41.212695, -122.392067",41.212695,-122.392067,20.75,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,57,1123.15,96025
5461,"",75,0,Etna,4068,One year,No,Yes,Male,Fiber optic,No,"41.405193, -123.008567",41.405193,-123.008567,113.15,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,71,7953.25,96027
5462,"",51,0,Fall River Mills,4785,Month-to-month,Yes,No,Female,DSL,Yes,"41.017282, -121.468945",41.017282,-121.468945,48.8,Yes,No,No,No,Yes,Electronic check,Yes,No,No,No,0,No,New Customers,7,349.8,96028
5463,"",73,0,Flournoy,3214,Month-to-month,No,No,Female,DSL,No,"39.84784, -122.544556",39.84784,-122.544556,63.05,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,1,No,established customers,16,1067.05,96029
5464,"",76,0,Forks Of Salmon,5891,Month-to-month,No,Yes,Male,Fiber optic,Yes,"41.232128, -123.194748",41.232128,-123.194748,100.85,Yes,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,3,No,established customers,34,3527.3,96031
5465,"",24,0,French Gulch,5183,Month-to-month,No,No,Male,Fiber optic,Yes,"40.740138, -122.587476",40.740138,-122.587476,80.55,Yes,Yes,No,Yes,No,Mailed check,Yes,No,No,No,1,No,established customers,16,1248.9,96033
5466,"",45,0,Gazelle,2545,One year,Yes,Yes,Male,DSL,No,"41.411315, -122.697236",41.411315,-122.697236,64.4,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No,3,No,established customers,48,3035.35,96034
5467,"",46,0,Gerber,4559,One year,Yes,No,Male,DSL,No,"40.03194, -122.176023",40.03194,-122.176023,75.2,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,4,Yes,Loyal Customers,58,4300.8,96035
5468,"",65,0,Greenview,4447,Two year,No,Yes,Female,DSL,No,"41.528541, -122.955018",41.528541,-122.955018,84.9,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,72,6065.3,96037
5469,"",57,0,Grenada,4764,Month-to-month,No,No internet service,Female,No,Yes,"41.599978, -122.539381",41.599978,-122.539381,19.3,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,7,144.95,96038
5470,"",59,0,Hornbrook,5616,One year,No,Yes,Female,DSL,No,"41.962127, -122.527696",41.962127,-122.527696,74.65,No,Yes,Yes,No,No,Credit card (automatic),Yes,No,No,Yes,5,Yes,established customers,30,2308.6,96044
5471,"",59,0,Hyampom,5841,Month-to-month,No,No,Male,DSL,No,"40.648024, -123.465088",40.648024,-123.465088,59.05,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,1,No,established customers,31,1882.8,96046
